tweet_id	user_id	text	created_at	is_flu_test_rgx	pred_label
1862794017076863443	1703199355736330240	"@Gray_Wolf_45 At 74, I agree. I have never taken the flu shot and never tested positive for the flu. Further, I don’t take any of the other “vaccines” either (Covid, pneumonia, shingles, etc) and have never tested positive for any of them. No mandates, let the We The People decide!"	11/30/24 9:41	TRUE	Negative
1862622342687453443	1341843540788326410	"@Kamifaine I originally went to an urgent care. They swabbed me for flu, Covid, RSV and all came back negative so they started me on ABX. I’m on amoxicillin it might not be working for whatever bacteria i got…😭😭 but they didn’t do a culture so idk what bacteria it is!"	11/29/24 22:19	TRUE	Negative
1854923355876442197	1720184270956740608	"there is something going around. myself and so many people I know have been sick with SOMETHING. testing neg for covid, flu, RSV, strep... way worse than a cold, a stomach bug, sinus or respiratory infection. what is going on :("	11/8/24 16:26	FALSE	Negative
1856340632622522470	3071537986	"@TriciaHouse82 @iAnonPatriot When I went to urgent care in January of this year, they tested me for Covid and flu and all that and didn’t find anything. They told me to go to the ER and I didn’t and got admitted because I couldn’t breathe. So they found I had pneumonia and sepsis. The sepsis was staph and… https://t.co/ajNdv3OZRe"	11/12/24 14:17	FALSE	Negative
1859327486749745470	31374301	@iAnonPatriot I've never had a positive test but I'm pretty sure I had it once as it was shortly after my wife had a positive test (also unvaccinated of course) but the test came up negative.It was quite a bad flu for two days and then it all went away fast.	11/20/24 20:06	FALSE	Negative
1853983109391479144	125292562	"@Mark_Ungrin My  mycoplasma pneumonia story Jan 2024. Tested - for strep, flu, rsv and cv 2x. 3 weeks of Rx for cough and antibiotics no improvement;  chest xray and culture showed MP, so 2 new antibiotics. Only felt better after steroids. There is No vax for MP (I had vax for pneumococcal P)"	11/6/24 2:09	FALSE	Negative
1862740526509719910	5417322	For anyone wondering I have been tested for COVID and flu multiple times this week including PCR and it has been negative every time	11/30/24 6:08	FALSE	Negative
1854363229591413142	1573766634812182530	"anyways, go get tested if youre feeling sick. just bc i dont have the flu/covid doesnt mean you dont."	11/7/24 3:20	FALSE	Negative
1852546927281185045	25685954	"@brailemom Yes, negative for Covid, Flu, RSV"	11/2/24 3:03	FALSE	Negative
1859671644194935045	814461304064921600	"@MTGrepp @liz_churchill10 Never had the flu, and I never had a flu shot. When the H1N1 was a thing, I cared for my daughter and husband.I got seriously ill with an oxygen level of 88 &amp; fever  they did a flu test, which wasn't the flu it was double bacteria pneumonia."	11/21/24 18:54	TRUE	Negative
1859589869707690484	4107835813	I'm sick and it feels almost as bad as right before COVID hit. Tested negative for COVID and flu A &amp; B. I barely left my apartment the last week.	11/21/24 13:29	FALSE	Negative
1859321122279276723	1629153051767369732	"@AngelaBelcamino I had only gotten the J&amp;J 1 shot vax and I have never tested positive for COVID either before or after it. I have probably gotten COVID numerous times along with colds and maybe even a flu, also nothing I had a positive test for. So, what exactly do the tests actually test for?"	11/20/24 19:41	FALSE	Negative
1858263094230958298	1598434032840220677	"@9mm_smg I hadn't had any more than a cold until 01/19. Something hit me hard. Fever, sore throat, and lungs felt terrible. Went to doctors and tested negative for flu and strept. Coughed up fluid for the next couple of months. Never tested for covid, never vaxed."	11/17/24 21:37	TRUE	Negative
1858687004743266820	1832309568606760962	"@TheRISEofROD Only one in my family that isn't and only one that hasn't had COVID, majority have had the flu like symptoms and tested positive after Vax... The science is still real though, in their minds 😂"	11/19/24 1:41	FALSE	Negative
1864511831026618865	223398907	"Dont know la what happened before that, last weekend i was just fine. Doctor checked for influenza and covid both negative. Suspected for bacterial infection."	12/5/24 3:27	FALSE	Negative
1853507371647254853	878233452230787072	"btw kena marah dengan doctor tadi skjdjdbshaj. ‘mata awak merah teruk dua dua ni patutnya awak covid or influenza, tapi result awak negative dua dua ni macam mana ni???!!!’ mana la saya tahu doc…………ceb baik dapat mc muah dokterrrrr"	11/4/24 18:39	FALSE	Negative
1857986806869897630	125292562	"@wrath_776 I had mycoplasma pneumonia in January 2024. I tested negative for Covid , flu, rsv and strep twice before a culture and chest xray identified MP.  Yes there is a specific pathogen involved in MP. What does this have to do with Covid denial?"	11/17/24 3:19	FALSE	Negative
1859490500513820721	3033630191	"@MarkLevineNYC Mark, 64 year old healthy active adult running temperature over 102 for 5 days tested negative for flu Covid RSV"	11/21/24 6:54	TRUE	Negative
1852455427725742531	203386661	"@grizzlybizzly Severe sunburn sensation on most all of left arm, upper back, sides of breasts, and right calf. No new shower products. No illness (neg flu &amp; covid). Negative for lyme and shingles. No sun exposure. No trauma. No rash. No redness."	11/1/24 20:59	FALSE	Negative
1859247952851558682	3045026937	"@iAnonPatriot Two times, I believe, though tested negative.  Like a strange rough flu, with chest pain.   Not like typical flu.  Lasted just over 2 weeks, taking all the holistic stuff like blackseed oil, quercetin, VIT D, C, etc.  Im over 55 and survived both times with no medical interv."	11/20/24 14:50	FALSE	Negative
1861075639874322682	1413176324194193408	@Censored4sure One jab.  Really bad cold…..tested negative for Covid; pneumonia; flu.   Soooo many people on planes coughing.	11/25/24 15:53	FALSE	Negative
1853299169407967623	3886686432	@SaraHaboubi1 I caught Covid in December of 2019 before it actually became a thing! I knew it was similar to the flu but was negative for flu. Was pretty rough for a couple of days but I’m in pretty good shape so not too bad. I refused the vaccine. I rarely get sick so just didn’t worry	11/4/24 4:52	TRUE	Negative
1859954250383786131	1823093929753153537	@DrKellyVictory I’ve never tested and never had their flu	11/22/24 13:37	FALSE	Negative
1863640057992659131	748576789304250368	"Covid, flu, and strep test came back negative so I just have a common cold, that hit me hard, it seems."	12/2/24 17:43	TRUE	Negative
1862866308422947131	322841839	"Good morning, friends. Would y'all please throw up a prayer for me this morning?  I've been sick since Monday. I tested negative for Covid and flu so that's good, but I can't seem to shake whatever this is. Doc said it's viral so it can't be treated with antibiotics. 😔"	11/30/24 14:28	FALSE	Negative
1864547482291851410	149019608	"We’ve tested negative for covid and influenza. It started since Saturday eve, with an extremely sore throat. That night, the bodyaches went on the whole night. Next day, horrible coughs started. And the symptoms got worse. Temp on and off."	12/5/24 5:48	FALSE	Negative
1857632011768267155	1213912881172897792	@ForgiatoBlow47 Nope. No tests either. I don't get the flu shot either and I don't get the flu.	11/16/24 3:49	FALSE	Negative
1855608459724836940	1593770989640241152	"@davidicke No Mask, No Swabs, No Jabs, No flues or illness. CA Kaiser cancelled my lumbar spine surgery in July 2023 because I would not agree to Nasal Swabbing even though I provided a negative PCR saliva test and had No flu symptoms. Why is that?"	11/10/24 13:48	FALSE	Negative
1862509852733341940	1324102519514124292	"@BubblesInTank @thostens1 @TheChiefNerd I quit getting the flu shot once I was classified as a remote employee in 2020.From 1978-2014 I never got any flu shots unless I did when I was very small.  I never recall having the flu, or testing positive for the flu.  In 2014 I started working for a company that requires… https://t.co/WcchaLUy3S"	11/29/24 14:52	TRUE	Negative
1861663558637068471	332194461	"sepanjang setahun dengn Sumayyah, dia tkpernah sakit lebih dua hri. klini fever spike sampai 39-40 dah 3malam. amik darah, swab influenza semua okay. mybe gigi lain mcm la kot nk keluar"	11/27/24 6:49	FALSE	Negative
1852921985640374424	1370655759923441675	"@CoreeAtheist Seems like a lot of people. It's not covid and it's not the flu, I got tested for both last time. RSV, maybe?"	11/3/24 3:53	FALSE	Negative
1864914490984177733	1806529392811937792	"@puss_q @BGatesIsaPyscho I was sick too around the same time. I was pregnant with my first baby, and it caused her to stop growing (7mos gestation).They tested me for the flu and it came back negative, but they said it was a virus.Broke a rib and lost all sense of smell for a few months."	12/6/24 6:07	TRUE	Negative
1865141887897567364	1519528690681626624	"@thehealthb0t Never one PCR test, never one flu shot, never had the flu."	12/6/24 21:10	FALSE	Negative
1864816474499748077	939679358536507392	"@aparachick I have done one of those cool new RATs with the rsv and covid and flu, and it’s negative. I’m very happy to not eat atm which is very strange for me, but perhaps I should be listening to my body. I’m fat enough that weight loss isn’t an issue. Just trying to stay hydrated x"	12/5/24 23:37	FALSE	Negative
1859586795542909255	363624622	"@ChrisWickNews No tests, no jabs, no Covid, no flu, coughs or colds in 7years. Same for my husband.  Used to be Asthmatic, but discovered Vit D3+K2 in large doses lessened the Asthma significantly.  Maybe that helped avoiding Covid?"	11/21/24 13:16	FALSE	Negative
1859608922518110354	1766824648560275456	@AWokeZombie this is a nasty ass pneumonia going around now. Covid negative Flu negative but holy crap never been so sick in my life.	11/21/24 14:44	FALSE	Negative
1854980321436909766	1675589876593438726	@KEriksenV2 No tests.  No jabs.  Only stayed home for the initial 2 weeks.  No flu.  No colds.  I knew it was all bullshit as soon as I saw the death rate lower than the flu.  Too many people think with their emotions (fear) and not their brains.	11/8/24 20:12	FALSE	Negative
1854922462191853661	1502370638815715336	"Always thankful to get Negative Covid &amp; Flu, but it is frustrating how wild sinus infections be for me. They be taking me out. 😩 Reasons I need to go back to working from home."	11/8/24 16:22	FALSE	Negative
1859516588392591774	1817516245543251968	"@MTGrepp Zero! 🙏🙌That goes for my spouse, as well.I did get very bad bacterial pneumonia in Nov 2021, but i was tested @ hospital for Cov-19, Influenza A &amp; B. All tests came back negative. Prescribed Z-pack, codeine cough syrup, &amp; inhaler.  I was great in 4 days."	11/21/24 8:37	FALSE	Negative
1859254358875025774	1828531404130426880	@iAnonPatriot Went to the hospital with 104 fever coughing and could not breathe. Tested for flu and that wasn’t it. They had no idea what it was. Flew back home and was deathly sick for 5 weeks. Then we learned what Covid was. I have never had it since and no Vax	11/20/24 15:15	TRUE	Negative
1859828889826230548	1735541342640488448	@MTGrepp Zero tested negative everytime I got sick. Just the normal flu or virus. Don’t take flu shots either.	11/22/24 5:18	FALSE	Negative
1858919828830011463	65726750	Tested negative for covid and the flu. There is something definitely in the air.	11/19/24 17:06	FALSE	Negative
1864224720469807111	50826626	"@offspring @PeteParada you have more talent in a toenail clipping. Than this label pleasing Plagiarism. The Offspring is officially #poserpunk bless you pete🙏. I also dabble in experimental poison avoidance. No shot, test or rebranded flu. First case in canada was Jan 25 2020. #fluless"	12/4/24 8:26	FALSE	Negative
1861795680442003835	1320599522716708864	"@MessSparkles Yep, zero covid tests as well. No flu, no covid, no vaccinations."	11/27/24 15:34	FALSE	Negative
1864238942440341835	1681638744833822720	"@NzFubar No RAT test, no up the nose swab, no vax, no mask and never got Covid. In fact, I haven’t even had a flu or even a cold in over 20 years 🤗"	12/4/24 9:22	FALSE	Negative
1862200981452116370	36542648	"@DefectiveBecca @urbanmel Pediatrician used rapid tests to say “Nope, your tests lied, it’s not Flu A, Flu B, or RSV, she just has a cold”So, who knows. At least my PlusLife confirms we’re all definitively covid-negative."	11/28/24 18:24	FALSE	Negative
1859622104108507457	1497269216373784579	@MTGrepp Just once and I can't prove it was COVID. It was December 2019 right at the beginning sicker than I had ever been. All flu and other tests were negative and my local hospitals and doctors didn't have access to COVID tests at the time so we will never know for sure.	11/21/24 15:37	FALSE	Negative
1860740660090773729	491256452	@D_M_Robles @PeterVanNess33 @BusyDrT 2/2 peak of Covid in curfew I had 2 move my mom 2 a new home. Then kids &amp; I returned with my mom to the US Sept 2020. We didn’t catch Covid. Testing told us we didn’t. 2021 I got antibody test - zilch never had Covid or any other flu. Next comment- 👇🏽	11/24/24 17:41	FALSE	Negative
1865103505557721358	26391955	"3rd day in a row off and finally took my ass to urgent care. Covid and flu came back negative, but said it’s probably false because they won’t know for sure until at least 3 days sick. And we’re supposed to take the girls to a Christmas fest tonight 🥲"	12/6/24 18:38	FALSE	Negative
1853569468284149826	41540854	"@jaspertaylpr Negative for Covid, flu and pneumonia. Cause unknown."	11/4/24 22:46	FALSE	Negative
1855306711562650089	314928436	"I’ve been down with the flu , tested negative this morning , &amp; treated myself to Dunkin 😩"	11/9/24 17:49	FALSE	Negative
1859321982526914915	1603089523331801089	"@iAnonPatriot Never have tested positive for it, was negative the one time i had all the symptoms. Was one real bad day, like a flu. Otherwise nothing."	11/20/24 19:44	FALSE	Negative
1860034074372604309	1430970424242761729	"@AGardenSalad Got tested for Covid , flu, and strep and they all came back negative but I’m so SICK"	11/22/24 18:54	FALSE	Negative
1859401647761276929	37345483	"@PardonMyPain @Friesein Was refused at an urgent care (yes, I was symptomatic). They said “we don’t test for covid). They tested me for flu/rsv only (both negative). I’ve heard of numerous people being refused at hospitals."	11/21/24 1:01	TRUE	Negative
1854947747335737708	937120280446517249	"1:00 am visit to urgent care - considered ""ER"" at that time, they would not quote any charges prior to treating. Basic exam - BP, temp etc., Covid test, flu test. Doctor: tests are negative, take OTC meds/drink fluids/rest. Bill: $4,065.00. Thoughts?"	11/8/24 18:03	FALSE	Negative
1860764239247409431	575124312	@VoortAnnem42489 @MichaelSFuhrer How do you know? I've never tested positive for flu but I've felt terrible many times and just recovered after a few days. But it sucked.	11/24/24 19:15	TRUE	Negative
1858547719482327469	1542264205306388485	"@AlexBerenson 0, 0. 1 test, for a pre-op.Vit. D, so no colds, no flu, no Covid, no illnesses in our family since early 1980s. No fast food, other than 1-2X/year."	11/18/24 16:28	FALSE	Negative
1855424836908229110	1162139619082657792	"@ryooseii I took flu and covid test, but both test were negative"	11/10/24 1:38	FALSE	Negative
1862224391569850808	1349795689463771137	@bushido49ers I decided to test fate. It was optional for air medical personnel.  2009 was the lat time. Never had the flu	11/28/24 19:57	FALSE	Negative
1853942222875705480	1321574926063558658	"I haven't been this sick in years. I've been unwell for a week. Neg on the combined covid/flu test but man, I have been sick. Still not well enough to work but thankfully am on the mend enough to know that I will be well again. Another few days of rest are pencilled in."	11/5/24 23:27	FALSE	Negative
1860771405513535871	958766722118508544	@DoctorJanette I've only had one flu shot in my life...never diagnosed with the flu. Drug pushers for money	11/24/24 19:44	TRUE	Negative
1859645991198335006	1360041798094184449	"@Sassafrass_84 Unvaxxed,  had covid once,  sick for 4 days .. and I'm high risk, diabetic,  high BP, and over 55.. I thought it was the flu but tested positive for it.."	11/21/24 17:12	FALSE	Negative
1858928460435018096	40926573	"Whatever I have is brutal. Can’t work out if it’s Flu or Covid. Tests are negative but it feels like Covid. Worst headache I’ve ever had. Slowly making it out of my bed where I’ve been for days, unable to move or do anything 😢🤒"	11/19/24 17:40	FALSE	Negative
1859731447659348140	1714401993366638592	@naomirwolf Unvaxed…possibly once didn’t testNever once had a flu shot either and never get the flu …maybe as a child but not as adult…	11/21/24 22:51	FALSE	Negative
1855055451404009674	1247581095035633666	"@BitchyLiberty Never ever got the test or the flu, I mean virus."	11/9/24 1:10	FALSE	Negative
1853146707162444170	1110498895514218497	@Basil_TGMD I didn't have a mask I didn't get tested I didn't have the jab I didn'thave the flu. I'm in my 60's &amp; I don't believe government	11/3/24 18:46	FALSE	Negative
1859944764940186072	1593688257576960000	"I’ve been terribly sick since watching Wicked I just done flu &amp; covid test and all came out negative, what do I haveeeee"	11/22/24 12:59	FALSE	Negative
1864870516378538059	1659984379924365314	"@Poohkitty849 @ItsNurseBecca @Fynnderella1 @RealDrJaneRuby @DrSHankMD @goddeketal @MakisMD My 13 yr old has this cough. Tested negative for strep, Covid, rsv, and flu. It’s getting better now after 5 weeks. Just to note, she has had zero jabs of anything, ever. I started treating her with ivermectin after steroids didn’t touch the cough. Cough started to clear."	12/6/24 3:12	FALSE	Negative
1854953636058874002	824843462751121411	"@redpillb0t No f-in way. No jab, no test, no COVID, no Flu, not even a cold the entire time. Just lots of Vitamin D."	11/8/24 18:26	FALSE	Negative
1857590417996320967	1351648563974037516	RONA AND FLU NEGATIVE LETS FUCKING PARTY	11/16/24 1:04	FALSE	Negative
1863312864196304933	1289473924451966976	@junebugberri Thank u it’s just a little cold! I tested negative for the flu and covid so we ball. I’m feeling pretty alright otherwise ^_^	12/1/24 20:03	TRUE	Negative
1858367887695901018	1263460250050457600	"Influenza and cvd= negative. Tahlah. Sakit badan dah ni. Makan dah, muntah pun sudah. Apa mau?"	11/18/24 4:33	FALSE	Negative
1858262047848612224	2994869541	"@9mm_smg I still haven't had it, unless it was what I had in Dec 2019 before they really knew much about it. They tested me and wasn't the flu and no one had a clue what I had, but it sucked and was the sickest I've been in years. Fever, bad cough, aches...took a month to get over.… https://t.co/bek14hNctZ"	11/17/24 21:32	FALSE	Negative
1861077668109889877	1021275371918962689	Have a cold that's turning into a chest cold but since I tested negative for the flu/covid I guess I need to go to work still 😵‍💫	11/25/24 16:01	TRUE	Negative
1856167730681893250	1398261869740236811	"@parxvinyl It also totally could have been the same thing as whatever the WWWY mystery illness in 2022 was — we were even sicker than we were with COVID and tested negative for everything imaginable — covid, rsv, flu, and more!"	11/12/24 2:50	FALSE	Negative
1859656864792969250	1623106915743027200	"@naomirwolf I think I’m at 2 times. I had something really bad lat fall that was negative for COVID, negative for flu a, negative for flu b and had me down for almost 2 weeks. Some sort of RSV thing but there were too many to test. Joy."	11/21/24 17:55	TRUE	Negative
1859746461581443353	1612595173736828930	"@MTGrepp Twice since the November before covid.Flu symptoms, persistent cough both times.Tested once before major surgery in mid 2021 negative."	11/21/24 23:51	FALSE	Negative
1856595175109484879	2326602512	"@InspiredAquaCA In case this is helpful to anyone reading this, I recently had pinkeye after contact with a wild bird nest. I discovered so many gaps in available information about H5N1. I self-tested for flu A on a home test. Swabbed eye fluid as a best guess. Neg., but still isolated."	11/13/24 7:09	TRUE	Negative
1862949456183787534	872601057523716096	Tested negative for the flu and covid. Yk what it is? They said its a sinus infection AND bronchitis AND an upper airway infection. Wow no wonder I dont feel good. But hey guys its not covid!🙃	11/30/24 19:58	TRUE	Negative
1864434134082572717	1066834570400620545	@ArisSecrets1 The crazy part is that it’s not even the flu/covid this time😭 everything came out negative and they said it’s a virus going around and they’re still trying to figure out how to treat it😭 spent 5 hrs in the hospital for some damn Tylenol and an Iv	12/4/24 22:18	FALSE	Negative
1859970058426188230	1641185233981636615	@JayUSA102 I think my husband and I had it in March 2020. We both had flu like symptoms but I honestly didn’t feel anywhere near as bad as when I have had the flu. We didn’t test positive for it. Big pharma is totally evil. It’s so sad	11/22/24 14:39	FALSE	Negative
1859355260684468400	1239720651797209093	"@iAnonPatriot Twice.. first time had zero symptoms except losing my smell and taste and second time I was extremely sick, but I’m still not convinced it wasn’t the flu even though flu was negative and Covid was positive 🤷🏼‍♀️"	11/20/24 21:56	FALSE	Negative
1859266926528135400	1722061006883430400	"@iAnonPatriot I never tested positive, but I lost my taste and sense of smell without getting flu like symptoms once and I had flu like symptoms once again 2 years later and lost my sense of smell again that time."	11/20/24 16:05	FALSE	Negative
1864134893795754400	1744941791411924992	Had a brief illness about a 2 weeks ago that required antibiotics. I’m still taking them. Fever. Headache. Sinus congestion and weakness so bad I couldn’t get out of bed for days. Tested at urgent care.Not Covid. Not Flu A or B. But weird.A friend of mine across the… https://t.co/kOtakBS5Bu	12/4/24 2:29	FALSE	Negative
1855249957428621407	1806340451357827072	"@redpillb0t ZERO TESTS, ZERO JABS, ZERO SICK!!!! NEVER HAD FLU JAB OR FLU IN MY LIFE!"	11/9/24 14:03	FALSE	Negative
1859344704057315407	1246592382134616064	"Okay so it isnt strep, covid, or the flu. I'm not allowed to work the rest of my shift today or at all tomorrow, and they're sending a sample out to their lab for screening/testing. 🫠🫠"	11/20/24 21:14	FALSE	Negative
1857069676364275842	1384897040166146048	"What's going on here? Why don't people learn history and extol unrealistic fantasies as reality? Why are non prists trying to teach someone religion? By the way, I took tests for covid and flu, both negative. But my lungs feel tight. I don't like it."	11/14/24 14:34	FALSE	Negative
1855028658395922562	1815235485666828288	@redpillb0t No nose swab. No cvd jab. No flu. No shings. No tet. No hep. No prescription (or illegal) drugs either.	11/8/24 23:24	FALSE	Negative
1864372757292564562	43456102	Still not feeling better so I went back to urgent care. This time they sent me to the ER cuz they said I had tachycardia. Yeah I have a fast heart rate cuz I've been sick for a MONTH!!! Went to the ER where I got a chest xray &amp; tested for both covid &amp; flu again. Both negative.	12/4/24 18:14	FALSE	Negative
1859474276686102627	1518767174801772544	@MTGrepp Zero times. And not cause I wasn’t tested. I just haven’t been sick since before Covid. Don’t take flu shots either and never had the flu!	11/21/24 5:49	FALSE	Negative
1852711028414611762	1597649750483865600	"@its_The_Dr ....and the only people who had Covid were the people who were tested.  I've never been tested or vaccinated... I've also not been sick with cold, flu or Covid."	11/2/24 13:55	FALSE	Negative
1858896197034897762	484381012	@ArizonaTyjo Nope. It happened last week. I got over it and since I work at a hospital I have to get tested for flu strep and covid and everything came back negative. Now it's happening again.	11/19/24 15:32	TRUE	Negative
1859456646516298150	1835380162067574787	@KAGdrogo Weird cause my flu test was negative	11/21/24 4:39	TRUE	Negative
1864983428242039150	2258709854	I’m testing -ve still for Covid &amp; Flu but still feel horrible after a week.	12/6/24 10:41	FALSE	Negative
1855600945368895977	375882048	@yvettetreasaden Don't think so but have done a test anyway yesterday and it was all negative. I started feeling ill with the flu right after I had attended the sight village exhibition	11/10/24 13:18	FALSE	Negative
1858284263692456332	1655915587254534146	@9mm_smg I got something in September of 2019 that made me feel the worst I have ever felt.  Was sick for 7 days.  Negative flu test so I can only assume it was Covid.  Ended up getting it at least one more time but each one was milder than the one before.	11/17/24 23:01	TRUE	Negative
1854240217747816660	19548847	"I’ve been at urgent care all day and tested negative for strep, flu, and Covid, which is great, but this appointment cost me $120!"	11/6/24 19:11	TRUE	Negative
1862909888663371916	1169316863375003648	"@GibbsInForSix negative for rsv flu and covid, might have developed POTS or something else that causes changes in heart rate based on movement"	11/30/24 17:21	FALSE	Negative
1861171204234621277	1521682424698183682	@kennethjearl @bearjohnson2024 @ThrillaRilla369 I never took a covid test either. But I went to the ER in December 2019 when I got sick. They put those swabs up my nose then. But they said they were testing for flu. It was the first and only time I have ever been nose raped like that. It was negative. But I felt sooo ill.	11/25/24 22:12	FALSE	Negative
1859359041849311476	804630985614704640	"@AngelaBelcamino I had no Covid so far, occasional flu tested negative all this time and I had all my Covid vaccines. Just trust the science!"	11/20/24 22:11	FALSE	Negative
1854275447925670048	1072995887431999488	"@Teeemonae @missmassaquoi They gave me a flu, pregnancy and Covid test all negative just told me to push fluids and if I have another fever stay home like okay...but wtf is wrong with me then? lol 😂😂"	11/6/24 21:31	FALSE	Negative
1857447711127261346	3284182422	@bakusatsuho Your system FIGHTING to force it outta ya! Geez Louise haha I'm glad it came back negative! I don't really get sick much with how little I go outside or see people but when I last got my cov boost flu shot combo... oof. I was in the shadow realm. Some pocket dimension got me 💀🌌	11/15/24 15:36	FALSE	Negative
1858160036633051441	1506249160349073411	"@shelleysilver3 Same here plus throwing up, flu and Covid are negative so stomach virus"	11/17/24 14:47	FALSE	Negative
1862335278574153815	3214191294	"This is the weirdest stomach bug I’ve ever had. It has my nose all clogged up. Every time I get nauseous, I get snotty. Since when are those 2 things connected? Covid &amp; flu tests came back negative tho."	11/29/24 3:18	TRUE	Negative
1852659849336705270	2572087836	"@Chuck0slovakia @CartoonsHateHer March was when everything started licking down. I’d already been sick as a dog in February from Not The Flu. (They wouldn’t say it was covid, probably because they didn’t have the test kits in my hospital.) That might be why this supposed liberal mask pushback missed me."	11/2/24 10:31	FALSE	Negative
1855954357579293005	129360239	"#英語日記 43038 degrees fever has kept in these days.The cough was getting worse, so I went to the family doctor.According to the test, it wasn’t Covid-19 and influenza.I got a lot of medicine from the doctor, so I will feel better soon."	11/11/24 12:42	FALSE	Negative
1857645678421315626	35057074	@vincristine @SuzanneReads @HeyNurseKat @BitchforL @bla1975bla @pbolton11 @dbowde @graciefacelove @ellenfgallery I was not sick for many years before that shot... my daughter had the flu. I cuddled her and did not even get it! When I looked back after diagnosis it was the only thing that had happened out of ordinary	11/16/24 4:43	FALSE	Negative
1864357222974677134	776117538669207552	"@ninoboxer What I had was NOT the flu, and I didn't test before I became deathly ill. Rode it out because I knew a hospital meant certain death."	12/4/24 17:12	FALSE	Negative
1864784117449265438	516836627	@ItsNurseBecca @gunhilljen13 @Fynnderella1 @RealDrJaneRuby @DrSHankMD @goddeketal @MakisMD Un V son (18) had high fever (104+) for 6+ days. Cough. He was at college and his urgent care blew him off. Flew him home… tested - for strep/flu&amp;cvd. X-Ray showed full blown pneumonia.	12/5/24 21:29	FALSE	Negative
1859601167426199926	1474416947999690760	@MTGrepp Zero. No colds. No flu. No test.	11/21/24 14:14	FALSE	Negative
1854958847049273685	1338885776323600385	"@redpillb0t Neither husband or I have taken a Covid test. In the last 6 years, husband got sick 1 time (prostate, resolved) and I’ve had 1 sinus infection (seasonal allergy related). That’s  it. No Covid, no chest cold, no flu, no monkeypox, no “current thing”."	11/8/24 18:47	FALSE	Negative
